,0,1,2,3,4,5,6,7
152,-25.0,-26.0,27.0,29.0,15.0,-24.0,18.0,5.0
153,-13.0,1.0,-19.0,12.0,-11.0,-21.0,-22.0,-20.0
154,-29.0,21.0,-19.0,19.0,3.0,1.0,0.0,28.0
155,7.0,-2.0,21.0,-12.0,20.0,17.0,-16.0,13.0
156,-7.0,-24.0,1.0,4.0,23.0,-12.0,24.0,-26.0
157,-22.0,-13.0,3.0,29.0,-11.0,5.0,26.0,-21.0
158,11.0,-22.0,-19.0,-7.0,-11.0,22.0,-4.0,-10.0
159,-16.0,-18.0,23.0,-14.0,-14.0,5.0,17.0,-5.0
160,-29.0,-13.0,7.0,13.0,3.0,-2.0,-24.0,-31.0
161,-29.0,-14.0,27.0,-23.0,24.0,13.0,0.0,29.0
162,-21.0,31.0,-32.0,-21.0,-17.0,-20.0,19.0,6.0
163,28.0,-11.0,-22.0,-6.0,-3.0,14.0,2.0,-3.0
164,-6.0,8.0,0.0,-12.0,30.0,30.0,-4.0,14.0
165,7.0,-23.0,3.0,-16.0,0.0,15.0,-7.0,-20.0
166,15.0,-17.0,-16.0,-16.0,-23.0,-10.0,-16.0,-15.0
167,19.0,29.0,4.0,-17.0,-7.0,24.0,27.0,-20.0
168,-3.0,-10.0,29.0,-7.0,28.0,-25.0,-29.0,6.0
169,-27.0,-29.0,-25.0,29.0,-25.0,-24.0,-27.0,0.0
170,-21.0,-21.0,-1.0,-16.0,31.0,30.0,22.0,-15.0
171,-29.0,-12.0,5.0,13.0,-23.0,24.0,-9.0,26.0
172,-17.0,-30.0,23.0,-17.0,-27.0,-15.0,-3.0,-11.0
173,-23.0,-12.0,-21.0,3.0,26.0,-12.0,-14.0,-11.0
174,-17.0,-23.0,-20.0,-26.0,-4.0,2.0,-20.0,-12.0
175,25.0,3.0,-23.0,-17.0,11.0,-9.0,-22.0,-3.0
176,-12.0,-16.0,21.0,-10.0,-19.0,-32.0,-19.0,20.0
177,-32.0,11.0,8.0,4.0,10.0,-11.0,-8.0,27.0
178,-21.0,15.0,20.0,22.0,-19.0,5.0,14.0,5.0
179,3.0,10.0,-5.0,9.0,23.0,23.0,12.0,-32.0
180,-13.0,16.0,-20.0,12.0,-7.0,27.0,7.0,8.0
181,-4.0,-4.0,3.0,6.0,-13.0,23.0,25.0,-10.0
182,7.0,13.0,25.0,4.0,-17.0,12.0,0.0,-7.0
183,-2.0,-17.0,-15.0,9.0,9.0,28.0,3.0,5.0
184,13.0,-23.0,10.0,-22.0,14.0,24.0,18.0,4.0
185,-23.0,2.0,-23.0,-7.0,22.0,10.0,19.0,16.0
186,-12.0,23.0,-17.0,18.0,-16.0,-20.0,25.0,5.0
187,-21.0,-19.0,-17.0,11.0,-5.0,-17.0,-7.0,25.0
188,-14.0,-23.0,-26.0,-27.0,1.0,-4.0,-27.0,-8.0
189,-24.0,13.0,18.0,3.0,-12.0,3.0,-21.0,-28.0
190,10.0,29.0,15.0,8.0,-16.0,3.0,-25.0,10.0
191,-27.0,-15.0,10.0,6.0,14.0,-7.0,3.0,23.0
192,-1.0,-1.0,28.0,-10.0,-31.0,12.0,19.0,24.0
193,30.0,1.0,-18.0,16.0,10.0,7.0,-27.0,26.0
194,11.0,28.0,-18.0,24.0,13.0,-7.0,-3.0,-3.0
195,-5.0,-11.0,-1.0,-22.0,-3.0,-32.0,-16.0,15.0
196,-5.0,-16.0,-29.0,-28.0,9.0,3.0,31.0,2.0
197,5.0,-18.0,21.0,-29.0,2.0,-26.0,18.0,2.0
198,1.0,3.0,-23.0,7.0,0.0,-29.0,-29.0,6.0
199,-25.0,-32.0,-18.0,21.0,-5.0,-8.0,-20.0,-23.0
200,-16.0,-20.0,-20.0,23.0,15.0,16.0,10.0,4.0
201,20.0,4.0,18.0,25.0,10.0,-1.0,15.0,-19.0
202,2.0,-25.0,30.0,-2.0,10.0,-10.0,25.0,30.0
203,21.0,-5.0,1.0,24.0,29.0,-10.0,-4.0,-24.0
204,-22.0,4.0,14.0,13.0,26.0,-21.0,-18.0,-14.0
205,0.0,-32.0,-32.0,17.0,-1.0,10.0,-21.0,-18.0
206,-25.0,7.0,-26.0,-11.0,-6.0,-15.0,-11.0,-7.0
207,-7.0,-23.0,15.0,-5.0,16.0,-8.0,20.0,-29.0
208,-32.0,-14.0,29.0,-27.0,-4.0,8.0,-9.0,-29.0
209,-6.0,-31.0,8.0,22.0,-18.0,29.0,-28.0,6.0
210,-15.0,-30.0,12.0,-28.0,0.0,-12.0,-14.0,26.0
211,-31.0,12.0,31.0,20.0,7.0,-25.0,11.0,-28.0
212,12.0,14.0,-11.0,-25.0,-21.0,-22.0,27.0,-31.0
213,21.0,21.0,5.0,4.0,10.0,0.0,-14.0,12.0
214,-24.0,25.0,6.0,16.0,-9.0,15.0,-28.0,25.0
215,27.0,5.0,24.0,-19.0,21.0,-21.0,19.0,-2.0
216,9.0,7.0,2.0,20.0,-23.0,12.0,12.0,21.0
217,-14.0,31.0,-32.0,28.0,-9.0,-29.0,-4.0,3.0
218,19.0,-6.0,-13.0,21.0,-16.0,-29.0,-22.0,-20.0
219,-22.0,16.0,-29.0,29.0,-3.0,12.0,-1.0,17.0
220,11.0,3.0,11.0,30.0,-13.0,29.0,-22.0,20.0
221,14.0,-18.0,29.0,-16.0,-17.0,-5.0,16.0,-7.0
222,-17.0,7.0,30.0,3.0,26.0,24.0,-24.0,-14.0
223,-9.0,-4.0,-19.0,14.0,-18.0,10.0,-11.0,25.0
224,-7.0,-6.0,-24.0,-20.0,13.0,2.0,26.0,20.0
225,-17.0,24.0,-17.0,8.0,-19.0,3.0,29.0,8.0
226,-19.0,-19.0,-13.0,-1.0,3.0,29.0,-28.0,-3.0
227,29.0,10.0,10.0,-3.0,11.0,26.0,11.0,9.0
228,-6.0,25.0,-11.0,30.0,26.0,-2.0,-14.0,-3.0
229,-28.0,-4.0,-23.0,-19.0,-1.0,-12.0,-30.0,8.0
230,-13.0,-17.0,-6.0,-1.0,26.0,14.0,4.0,24.0
231,9.0,24.0,-16.0,-25.0,-24.0,-1.0,0.0,-10.0
232,-8.0,-14.0,-11.0,-17.0,28.0,-28.0,-17.0,1.0
233,-13.0,19.0,-9.0,15.0,31.0,-3.0,-20.0,11.0
234,-12.0,-12.0,-16.0,5.0,24.0,18.0,-18.0,-21.0
235,16.0,21.0,-27.0,-18.0,-1.0,-28.0,3.0,-11.0
236,4.0,12.0,22.0,3.0,-13.0,-7.0,30.0,-21.0
237,5.0,23.0,-28.0,-28.0,-1.0,30.0,7.0,-24.0
238,-32.0,-30.0,21.0,-19.0,21.0,5.0,-20.0,-5.0
239,-27.0,6.0,24.0,30.0,-23.0,17.0,-9.0,14.0
240,4.0,13.0,29.0,29.0,-30.0,-14.0,-27.0,-21.0
241,22.0,5.0,14.0,-16.0,23.0,-17.0,-31.0,8.0
242,0.0,14.0,24.0,-15.0,-19.0,-29.0,-24.0,18.0
243,-11.0,-26.0,28.0,2.0,-21.0,0.0,-4.0,27.0
244,-21.0,0.0,2.0,-16.0,14.0,14.0,22.0,12.0
245,-20.0,-25.0,-28.0,-26.0,-8.0,29.0,-11.0,10.0
246,24.0,17.0,-8.0,11.0,-20.0,10.0,6.0,31.0
247,25.0,-11.0,-22.0,6.0,-13.0,-23.0,-8.0,-13.0
248,-3.0,-30.0,-19.0,-9.0,-23.0,-12.0,-1.0,5.0
249,-32.0,-5.0,6.0,10.0,-16.0,2.0,24.0,-2.0
250,-6.0,17.0,-2.0,-12.0,-32.0,20.0,28.0,-29.0
251,21.0,-23.0,-16.0,-19.0,-25.0,6.0,-21.0,6.0
252,-17.0,-31.0,-31.0,15.0,-3.0,-30.0,-30.0,5.0
253,-25.0,21.0,21.0,-2.0,14.0,-13.0,15.0,-15.0
254,13.0,-10.0,-22.0,3.0,26.0,17.0,-26.0,6.0
255,-14.0,24.0,-14.0,18.0,-6.0,-8.0,2.0,-2.0
256,-15.0,-26.0,6.0,23.0,-16.0,6.0,-18.0,29.0
257,26.0,15.0,6.0,22.0,-31.0,12.0,13.0,23.0
258,4.0,9.0,14.0,-11.0,28.0,17.0,-8.0,5.0
259,11.0,-32.0,25.0,13.0,-1.0,16.0,-27.0,13.0
260,5.0,27.0,-5.0,-24.0,14.0,-9.0,-29.0,30.0
261,26.0,-21.0,-10.0,8.0,22.0,5.0,16.0,-8.0
262,18.0,18.0,12.0,26.0,2.0,-8.0,1.0,17.0
263,9.0,14.0,25.0,-6.0,7.0,11.0,3.0,15.0
264,6.0,-29.0,27.0,8.0,11.0,-27.0,-5.0,16.0
265,-10.0,1.0,14.0,16.0,-18.0,11.0,-9.0,-2.0
266,-7.0,28.0,31.0,-28.0,-32.0,25.0,-27.0,-5.0
267,-29.0,-4.0,13.0,-32.0,20.0,15.0,-17.0,11.0
268,-7.0,-2.0,-11.0,-7.0,17.0,21.0,26.0,8.0
269,23.0,30.0,1.0,-20.0,-22.0,-21.0,14.0,-14.0
270,2.0,15.0,2.0,-8.0,22.0,-22.0,25.0,-5.0
271,-17.0,1.0,-4.0,-27.0,2.0,-12.0,-20.0,14.0
272,-6.0,-13.0,7.0,18.0,-27.0,-12.0,-12.0,24.0
273,23.0,24.0,-1.0,25.0,4.0,4.0,-29.0,-8.0
274,21.0,11.0,27.0,19.0,-32.0,-1.0,9.0,7.0
275,26.0,3.0,9.0,-1.0,-22.0,-12.0,-19.0,-32.0
276,-6.0,-21.0,4.0,23.0,15.0,-8.0,29.0,1.0
277,-2.0,-4.0,-2.0,30.0,-7.0,15.0,-15.0,10.0
278,-7.0,14.0,-5.0,-10.0,25.0,7.0,-30.0,-19.0
279,21.0,9.0,-26.0,-12.0,11.0,12.0,21.0,-25.0
280,-14.0,17.0,-14.0,4.0,29.0,9.0,6.0,28.0
281,3.0,15.0,31.0,27.0,-7.0,-31.0,-15.0,-1.0
282,15.0,15.0,-19.0,26.0,4.0,15.0,-8.0,26.0
283,28.0,-29.0,-7.0,25.0,-23.0,1.0,16.0,-16.0
284,28.0,17.0,23.0,-9.0,-20.0,-8.0,26.0,16.0
285,16.0,26.0,27.0,11.0,15.0,14.0,26.0,-19.0
286,17.0,26.0,-12.0,-29.0,13.0,-23.0,16.0,24.0
287,-19.0,5.0,-9.0,-27.0,-15.0,4.0,11.0,6.0
288,23.0,11.0,-5.0,28.0,10.0,16.0,15.0,-6.0
289,6.0,-10.0,-11.0,-1.0,-27.0,30.0,4.0,-19.0
290,17.0,5.0,-23.0,-7.0,23.0,-14.0,-32.0,-6.0
291,-1.0,4.0,1.0,22.0,-32.0,-30.0,13.0,23.0
292,-23.0,-14.0,15.0,8.0,4.0,13.0,8.0,-6.0
293,10.0,5.0,25.0,-17.0,18.0,-7.0,-25.0,13.0
294,15.0,15.0,5.0,22.0,-21.0,-26.0,19.0,-10.0
295,-2.0,30.0,13.0,-13.0,-26.0,11.0,-28.0,1.0
296,12.0,-19.0,-20.0,19.0,-30.0,-3.0,-3.0,6.0
297,-16.0,1.0,-28.0,-16.0,6.0,23.0,-31.0,-25.0
298,18.0,29.0,9.0,22.0,4.0,25.0,13.0,-8.0
299,-7.0,0.0,-5.0,23.0,-23.0,18.0,7.0,6.0
300,-21.0,-15.0,28.0,19.0,-9.0,30.0,27.0,-6.0
301,-32.0,28.0,22.0,16.0,-21.0,-25.0,-12.0,-29.0
302,18.0,-21.0,23.0,13.0,-15.0,18.0,-27.0,2.0
303,-27.0,-9.0,-10.0,-22.0,-4.0,-27.0,31.0,26.0
304,-29.0,-4.0,23.0,30.0,21.0,8.0,-26.0,-23.0
305,12.0,5.0,7.0,26.0,7.0,10.0,29.0,-24.0
306,21.0,12.0,-27.0,21.0,5.0,-31.0,-22.0,29.0
307,-8.0,-27.0,1.0,26.0,2.0,-4.0,30.0,26.0
308,11.0,-14.0,9.0,23.0,-8.0,26.0,18.0,-18.0
309,4.0,-14.0,20.0,9.0,-9.0,26.0,10.0,6.0
310,-6.0,4.0,11.0,-13.0,-27.0,-30.0,-13.0,1.0
311,-9.0,-7.0,-31.0,-6.0,8.0,20.0,19.0,-30.0
312,-6.0,-12.0,27.0,20.0,28.0,17.0,5.0,5.0
313,19.0,0.0,-9.0,-8.0,1.0,1.0,-18.0,-6.0
314,13.0,7.0,9.0,-31.0,3.0,1.0,-6.0,-26.0
315,4.0,22.0,-6.0,-27.0,28.0,13.0,-20.0,21.0
316,6.0,-13.0,-7.0,-25.0,23.0,-7.0,-15.0,22.0
317,-8.0,-16.0,-11.0,28.0,-24.0,-14.0,10.0,-3.0
318,-10.0,30.0,-25.0,-15.0,3.0,12.0,-6.0,0.0
319,-3.0,-29.0,-1.0,4.0,13.0,22.0,-11.0,10.0
320,11.0,-3.0,-15.0,4.0,-10.0,-20.0,-14.0,-26.0
321,-16.0,12.0,18.0,0.0,3.0,-8.0,-2.0,5.0
322,7.0,30.0,16.0,11.0,29.0,-16.0,-3.0,-1.0
323,16.0,-30.0,-19.0,13.0,21.0,-28.0,-30.0,-4.0
324,-30.0,-21.0,29.0,-20.0,-27.0,1.0,12.0,11.0
325,-2.0,4.0,19.0,-23.0,20.0,-2.0,27.0,-10.0
326,30.0,2.0,30.0,26.0,-6.0,-27.0,-26.0,23.0
327,-30.0,-17.0,29.0,11.0,16.0,20.0,5.0,30.0
328,-19.0,-4.0,-26.0,-17.0,-23.0,9.0,5.0,-32.0
329,21.0,30.0,-13.0,-29.0,21.0,-12.0,23.0,-8.0
330,10.0,26.0,2.0,-24.0,27.0,5.0,-3.0,-17.0
331,12.0,13.0,-16.0,-22.0,-26.0,1.0,-1.0,15.0
332,9.0,-16.0,1.0,-4.0,-10.0,-1.0,-24.0,2.0
333,-16.0,-19.0,3.0,-29.0,5.0,11.0,-16.0,19.0
334,-18.0,-12.0,26.0,-11.0,17.0,1.0,-17.0,-29.0
335,16.0,-26.0,25.0,29.0,12.0,-4.0,1.0,8.0
336,-25.0,29.0,23.0,-7.0,-2.0,1.0,17.0,-8.0
337,29.0,25.0,-21.0,26.0,10.0,-18.0,-7.0,12.0
338,13.0,7.0,-31.0,-19.0,-8.0,-28.0,-31.0,-23.0
339,26.0,-19.0,-25.0,-26.0,-29.0,-4.0,4.0,10.0
340,-21.0,-32.0,0.0,-2.0,-4.0,-13.0,5.0,-9.0
341,4.0,-29.0,1.0,-23.0,7.0,-11.0,-1.0,-28.0
342,19.0,7.0,10.0,20.0,4.0,17.0,13.0,-13.0
343,-7.0,24.0,-5.0,-19.0,17.0,-31.0,17.0,-25.0
344,-10.0,19.0,14.0,10.0,10.0,9.0,17.0,0.0
345,-15.0,31.0,11.0,-6.0,27.0,-11.0,-3.0,30.0
346,31.0,-9.0,-6.0,-16.0,21.0,-23.0,-4.0,21.0
347,4.0,-6.0,24.0,0.0,21.0,-12.0,-27.0,4.0
348,-32.0,-29.0,29.0,-31.0,5.0,27.0,10.0,-6.0
349,-18.0,29.0,-15.0,3.0,-1.0,6.0,-19.0,7.0
350,14.0,15.0,27.0,-29.0,-2.0,10.0,22.0,-16.0
351,15.0,24.0,-25.0,-23.0,-26.0,13.0,-1.0,-21.0
352,2.0,-13.0,14.0,-26.0,6.0,-29.0,-15.0,5.0
353,-4.0,10.0,-32.0,27.0,6.0,-21.0,11.0,30.0
354,31.0,-22.0,-2.0,6.0,-7.0,-22.0,22.0,10.0
355,30.0,26.0,0.0,26.0,-21.0,-5.0,5.0,-26.0
356,14.0,20.0,9.0,19.0,20.0,29.0,2.0,1.0
357,-17.0,23.0,1.0,-25.0,14.0,-20.0,-17.0,1.0
358,24.0,31.0,29.0,11.0,7.0,-5.0,-20.0,-20.0
359,14.0,27.0,-6.0,30.0,-2.0,19.0,-10.0,8.0
360,11.0,8.0,-12.0,23.0,15.0,9.0,5.0,-17.0
361,-30.0,-23.0,18.0,-8.0,26.0,-2.0,-1.0,-11.0
362,23.0,-24.0,6.0,20.0,-31.0,-4.0,6.0,25.0
363,-28.0,-8.0,-7.0,27.0,11.0,3.0,22.0,5.0
364,0.0,-21.0,31.0,-2.0,-16.0,-2.0,24.0,-5.0
365,7.0,-20.0,-7.0,-6.0,-30.0,-12.0,27.0,28.0
366,-1.0,2.0,-10.0,-7.0,-22.0,-8.0,10.0,-12.0
367,-15.0,-32.0,10.0,21.0,12.0,10.0,11.0,24.0
