,0,1,2,3,4,5,6,7
307,281.0,485.0,277.0,410.0,327.0,397.0,349.0,502.0
308,89.0,416.0,69.0,314.0,155.0,329.0,165.0,388.0
309,347.0,192.0,325.0,95.0,391.0,146.0,385.0,188.0
310,261.0,284.0,227.0,250.0,270.0,196.0,301.0,269.0
311,352.0,202.0,345.0,176.0,392.0,183.0,403.0,239.0
312,496.0,241.0,481.0,214.0,587.0,203.0,554.0,252.0
313,339.0,152.0,339.0,125.0,386.0,112.0,366.0,178.0
314,343.0,185.0,400.0,138.0,424.0,143.0,409.0,174.0
315,383.0,307.0,411.0,216.0,449.0,230.0,431.0,283.0
316,402.0,366.0,378.0,283.0,473.0,305.0,431.0,363.0
317,218.0,154.0,188.0,83.0,269.0,105.0,245.0,156.0
318,14.0,141.0,40.0,114.0,113.0,89.0,82.0,118.0
319,236.0,319.0,239.0,255.0,318.0,233.0,325.0,302.0
320,77.0,490.0,81.0,389.0,176.0,373.0,161.0,475.0
321,377.0,559.0,363.0,530.0,412.0,514.0,446.0,577.0
322,130.0,186.0,79.0,111.0,171.0,129.0,145.0,170.0
323,296.0,131.0,311.0,60.0,361.0,52.0,386.0,159.0
324,236.0,173.0,243.0,76.0,301.0,58.0,326.0,155.0
325,191.0,299.0,205.0,243.0,271.0,234.0,281.0,299.0
326,21.0,464.0,58.0,400.0,97.0,371.0,131.0,432.0
327,319.0,458.0,296.0,393.0,372.0,396.0,343.0,492.0
328,85.0,251.0,67.0,185.0,153.0,208.0,182.0,264.0
329,75.0,432.0,57.0,356.0,156.0,324.0,136.0,389.0
330,285.0,615.0,307.0,510.0,396.0,511.0,359.0,577.0
331,318.0,519.0,299.0,430.0,328.0,483.0,361.0,527.0
332,122.0,636.0,131.0,554.0,230.0,536.0,184.0,600.0
333,222.0,65.0,269.0,14.0,335.0,50.0,315.0,96.0
334,68.0,231.0,29.0,191.0,109.0,162.0,127.0,229.0
335,224.0,502.0,210.0,455.0,329.0,435.0,315.0,480.0
336,183.0,593.0,137.0,502.0,245.0,521.0,204.0,569.0
337,298.0,132.0,275.0,60.0,302.0,78.0,335.0,117.0
338,116.0,491.0,97.0,403.0,183.0,404.0,184.0,515.0
339,78.0,223.0,120.0,166.0,173.0,147.0,156.0,230.0
340,233.0,311.0,230.0,233.0,319.0,251.0,310.0,318.0
341,387.0,261.0,365.0,223.0,434.0,215.0,456.0,276.0
342,297.0,228.0,249.0,161.0,331.0,172.0,338.0,239.0
343,180.0,429.0,202.0,398.0,289.0,349.0,251.0,418.0
344,100.0,266.0,84.0,171.0,193.0,217.0,168.0,277.0
345,241.0,161.0,244.0,85.0,362.0,76.0,321.0,164.0
346,143.0,294.0,146.0,201.0,213.0,215.0,191.0,275.0
347,445.0,292.0,418.0,253.0,478.0,250.0,503.0,308.0
348,220.0,356.0,199.0,271.0,317.0,297.0,285.0,363.0
349,244.0,145.0,240.0,70.0,265.0,45.0,284.0,113.0
350,332.0,119.0,305.0,57.0,373.0,37.0,400.0,83.0
351,249.0,206.0,262.0,171.0,342.0,111.0,303.0,210.0
352,197.0,392.0,251.0,267.0,317.0,305.0,316.0,348.0
353,223.0,570.0,195.0,526.0,236.0,509.0,291.0,576.0
354,344.0,378.0,338.0,365.0,401.0,364.0,398.0,422.0
355,356.0,310.0,337.0,249.0,429.0,277.0,433.0,319.0
356,388.0,553.0,348.0,500.0,467.0,466.0,465.0,528.0
357,210.0,504.0,170.0,438.0,219.0,443.0,224.0,513.0
358,231.0,538.0,243.0,440.0,298.0,420.0,317.0,530.0
359,251.0,252.0,225.0,182.0,306.0,198.0,288.0,255.0
360,525.0,278.0,501.0,224.0,611.0,264.0,590.0,285.0
361,542.0,209.0,506.0,161.0,569.0,177.0,586.0,228.0
362,162.0,84.0,215.0,59.0,228.0,4.0,237.0,96.0
363,439.0,104.0,429.0,23.0,542.0,81.0,544.0,100.0
364,199.0,282.0,189.0,214.0,282.0,225.0,276.0,293.0
365,206.0,430.0,240.0,366.0,301.0,393.0,288.0,441.0
366,195.0,137.0,182.0,43.0,250.0,27.0,301.0,123.0
367,104.0,212.0,76.0,149.0,150.0,137.0,122.0,195.0
368,84.0,143.0,105.0,67.0,180.0,115.0,160.0,167.0
369,425.0,204.0,464.0,143.0,467.0,147.0,508.0,211.0
370,105.0,351.0,117.0,245.0,219.0,240.0,164.0,346.0
371,314.0,462.0,304.0,372.0,373.0,384.0,404.0,428.0
372,179.0,372.0,158.0,310.0,264.0,282.0,220.0,349.0
373,225.0,345.0,225.0,278.0,268.0,279.0,303.0,324.0
374,159.0,522.0,102.0,407.0,204.0,440.0,214.0,488.0
375,246.0,375.0,248.0,307.0,262.0,303.0,300.0,377.0
376,219.0,213.0,211.0,193.0,268.0,198.0,247.0,228.0
377,130.0,548.0,116.0,479.0,161.0,510.0,143.0,578.0
378,216.0,560.0,216.0,539.0,275.0,500.0,272.0,586.0
379,76.0,187.0,82.0,97.0,178.0,137.0,159.0,194.0
380,263.0,485.0,270.0,407.0,308.0,438.0,298.0,502.0
381,100.0,382.0,126.0,319.0,157.0,299.0,188.0,361.0
382,361.0,561.0,356.0,530.0,462.0,509.0,471.0,613.0
383,245.0,470.0,235.0,408.0,297.0,397.0,278.0,454.0
384,132.0,461.0,143.0,420.0,237.0,419.0,186.0,476.0
385,102.0,226.0,102.0,114.0,155.0,134.0,175.0,227.0
386,288.0,500.0,306.0,398.0,356.0,445.0,337.0,491.0
387,164.0,278.0,152.0,211.0,269.0,214.0,213.0,228.0
388,55.0,454.0,88.0,366.0,136.0,359.0,157.0,432.0
389,212.0,241.0,204.0,186.0,275.0,175.0,320.0,285.0
390,114.0,536.0,144.0,526.0,198.0,489.0,217.0,544.0
391,77.0,203.0,99.0,135.0,186.0,122.0,129.0,216.0
392,224.0,551.0,228.0,486.0,242.0,500.0,277.0,550.0
393,349.0,226.0,387.0,198.0,421.0,211.0,432.0,224.0
394,182.0,425.0,234.0,327.0,241.0,357.0,283.0,395.0
395,180.0,334.0,183.0,285.0,303.0,259.0,279.0,330.0
396,341.0,353.0,288.0,299.0,358.0,289.0,372.0,361.0
397,361.0,219.0,361.0,166.0,394.0,106.0,440.0,231.0
398,353.0,526.0,383.0,443.0,430.0,405.0,427.0,515.0
399,389.0,611.0,386.0,543.0,441.0,500.0,441.0,584.0
400,49.0,218.0,101.0,206.0,153.0,183.0,117.0,264.0
401,73.0,189.0,76.0,104.0,146.0,146.0,145.0,199.0
402,18.0,328.0,24.0,318.0,107.0,285.0,109.0,381.0
403,216.0,70.0,214.0,44.0,282.0,38.0,272.0,96.0
404,313.0,300.0,335.0,258.0,398.0,260.0,341.0,312.0
405,309.0,201.0,304.0,115.0,345.0,97.0,341.0,151.0
406,132.0,114.0,179.0,64.0,189.0,46.0,231.0,112.0
407,259.0,265.0,280.0,205.0,372.0,194.0,315.0,285.0
408,184.0,134.0,195.0,124.0,217.0,111.0,240.0,147.0
409,479.0,272.0,460.0,240.0,541.0,177.0,513.0,287.0
